time,fireArea,predictedFireArea,accuracy,sensitivity,specificity
0,1,1,1.0,1.0,1.0
27,1,1,1.0,1.0,1.0
54,7,7,1.0,1.0,1.0
81,7,7,1.0,1.0,1.0
109,20,16,0.999755859375,0.8,1.0
136,20,16,0.999755859375,0.8,1.0
163,44,32,0.999267578125,0.7272727272727273,1.0
191,44,34,0.9993896484375,0.7727272727272727,1.0
218,72,55,0.99896240234375,0.7638888888888888,1.0
245,72,61,0.99932861328125,0.8472222222222222,1.0
273,106,85,0.99871826171875,0.8018867924528302,1.0
300,106,89,0.99871826171875,0.8207547169811321,0.9998771347831429
327,150,124,0.9984130859375,0.8266666666666667,1.0
354,150,140,0.9993896484375,0.9333333333333333,1.0
382,201,183,0.9989013671875,0.9104477611940298,1.0
409,201,195,0.9996337890625,0.9701492537313433,1.0
436,258,244,0.9991455078125,0.9457364341085271,1.0
464,258,256,0.999267578125,0.9728682170542635,0.9996899417090414
491,321,301,0.998779296875,0.9376947040498442,1.0
518,321,310,0.99932861328125,0.9657320872274143,1.0
546,390,353,0.99774169921875,0.9051282051282051,1.0
573,390,363,0.99835205078125,0.9307692307692308,1.0
600,464,415,0.99700927734375,0.8943965517241379,1.0
627,464,420,0.997314453125,0.9051724137931034,1.0
655,548,485,0.99615478515625,0.885036496350365,1.0
682,548,498,0.99658203125,0.9032846715328468,0.9998105582217732
709,642,556,0.9947509765625,0.8660436137071651,1.0
737,642,572,0.99560546875,0.8894080996884736,0.9999364756701817
764,742,651,0.99444580078125,0.8773584905660378,1.0
791,742,675,0.99566650390625,0.9070080862533693,0.9998721391126455
818,839,743,0.994140625,0.8855780691299165,1.0
846,839,769,0.995361328125,0.9129916567342073,0.9998070119009328
873,935,849,0.9947509765625,0.9080213903743316,1.0
900,935,879,0.9964599609375,0.9390374331550803,0.9999352708913198
928,1028,941,0.99468994140625,0.9153696498054474,1.0
955,1028,952,0.9952392578125,0.9250972762645915,0.999934878874707
982,1127,1026,0.99383544921875,0.9103815439219166,1.0
1010,1127,1047,0.9949951171875,0.9281277728482697,0.999934456315134
1037,1239,1120,0.99273681640625,0.903954802259887,1.0
1064,1239,1142,0.99395751953125,0.9209039548022598,0.9999339716077914
1091,1360,1211,0.99090576171875,0.8904411764705882,1.0
1119,1360,1232,0.9920654296875,0.9051470588235294,0.9999334398296059
1146,1498,1315,0.98883056640625,0.8778371161548731,1.0
1173,1498,1338,0.990234375,0.8931909212283045,1.0
1201,1633,1417,0.98681640625,0.8677281077770974,1.0
1228,1633,1455,0.98876953125,0.8891610532761788,0.9997966239576977
1255,1767,1541,0.9862060546875,0.8720996038483305,1.0
1283,1767,1564,0.98748779296875,0.8845500848896435,0.9999315865088595
1310,1908,1648,0.984130859375,0.8637316561844863,1.0
1337,1908,1681,0.98602294921875,0.8805031446540881,0.9999309201436861
1364,2056,1788,0.983642578125,0.8696498054474708,1.0
1392,2056,1835,0.98638916015625,0.892023346303502,0.9999302065884981
1419,2212,1957,0.98443603515625,0.8847197106690777,1.0
1446,2212,1981,0.98590087890625,0.8955696202531646,1.0
1474,2377,2099,0.9830322265625,0.8830458561211612,1.0
1501,2377,2136,0.98516845703125,0.8981909970551115,0.999928607125009
1528,2555,2257,0.9818115234375,0.8833659491193738,1.0
1556,2555,2285,0.9833984375,0.8939334637964775,0.9999276881914817
1583,2739,2406,0.97967529296875,0.8784227820372399,1.0
1610,2739,2441,0.9813232421875,0.8897407813070464,0.9997068523268596
1637,2924,2549,0.97711181640625,0.8717510259917921,1.0
1665,2924,2579,0.97894287109375,0.8820109439124487,1.0
1692,3105,2698,0.97515869140625,0.8689210950080515,1.0
1719,3105,2731,0.976806640625,0.8785829307568438,0.9997740793734468
1747,3310,2863,0.97271728515625,0.8649546827794562,1.0
1774,3310,2898,0.9747314453125,0.8752265861027191,0.9999235123145174
1801,3524,3050,0.9710693359375,0.8654937570942112,1.0
1829,3524,3089,0.97308349609375,0.8757094211123723,0.9997667185069985
1856,3742,3239,0.96929931640625,0.8655799037947621,1.0
1883,3742,3266,0.970703125,0.8722608230892571,0.9998417971839899
1910,3970,3399,0.96514892578125,0.8561712846347607,1.0
1938,3970,3431,0.96636962890625,0.8627204030226701,0.9995166747220879
1965,4214,3570,0.960693359375,0.8471760797342193,1.0
1992,4214,3618,0.9630126953125,0.8573801613668723,0.9995891536565324
2020,4452,3770,0.9583740234375,0.8468104222821204,1.0
2047,4452,3817,0.96087646484375,0.8566936208445642,0.9997485752598055
2074,4695,3989,0.9569091796875,0.8496272630457934,1.0
2102,4695,4045,0.9595947265625,0.8602768903088391,0.9994866968945162
2129,4959,4231,0.95556640625,0.8531962089130873,1.0
2156,4959,4284,0.95855712890625,0.8634805404315387,0.9998249452954048
2183,5226,4454,0.952880859375,0.8522770761576731,1.0
2211,5226,4509,0.95526123046875,0.8612705702257941,0.9992830256318337
2238,5491,4699,0.95166015625,0.8557639774175925,1.0
2265,5491,4768,0.95538330078125,0.8676015297759971,0.9996327917010924
2293,5768,4928,0.94873046875,0.8543689320388349,1.0
2320,5768,4978,0.95166015625,0.8628640776699029,0.9999058025621703
2347,6035,5155,0.9462890625,0.8541839270919636,1.0
2375,6035,5225,0.949951171875,0.8649544324772163,0.9995168615325152
2402,6304,5409,0.94537353515625,0.8580266497461929,1.0
2429,6304,5479,0.94891357421875,0.8681789340101523,0.9994047619047619
2457,6568,5654,0.9442138671875,0.8608404384896468,1.0
2484,6568,5744,0.948486328125,0.873020706455542,0.9989812550937245
2511,6857,5943,0.9442138671875,0.8667055563657576,1.0
2538,6857,6036,0.94952392578125,0.8798308298089543,0.9996851054896609
2566,7119,6235,0.946044921875,0.8758252563562298,1.0
2593,7119,6332,0.94976806640625,0.8869223205506391,0.9980572045331895
2620,7404,6533,0.94683837890625,0.8823608860075635,1.0
2648,7404,6585,0.94927978515625,0.8885737439222042,0.9993318485523385
2675,7678,6779,0.94512939453125,0.8829122167231049,1.0
2702,7678,6852,0.948486328125,0.8912477207606148,0.9989662301860786
2730,7964,7079,0.94598388671875,0.8888749372174787,1.0
2757,7964,7176,0.951171875,0.9003013561024611,0.9992874109263657
2784,8239,7403,0.948974609375,0.8985313751668892,1.0
2811,8239,7478,0.95245361328125,0.9065420560747663,0.9988950276243094
2839,8530,7697,0.94915771484375,0.9023446658851114,1.0
2866,8530,7772,0.951904296875,0.9093786635404455,0.9980901451489687
2893,8828,7995,0.94915771484375,0.9056411418214771,1.0
2921,8828,8066,0.9525146484375,0.9127775260534663,0.9989412387506618
2948,9113,8274,0.94879150390625,0.9079337210578294,1.0
2975,9113,8386,0.95294189453125,0.9178097223746297,0.9969742813918305
3003,9433,8619,0.9503173828125,0.9137071981342096,1.0
3030,9433,8702,0.95416259765625,0.921445987490724,0.9985613580779744
3057,9714,8907,0.95074462890625,0.91692402717727,1.0
3084,9714,9010,0.9544677734375,0.9253654519250566,0.9968515742128935
3112,10021,9214,0.95074462890625,0.9194691148587966,1.0
3139,10021,9303,0.9544677734375,0.9269533978644846,0.9977997799779978
3166,10329,9505,0.94970703125,0.920224610320457,1.0
3194,10329,9635,0.9552001953125,0.9308742375835027,0.9966969446738233
3221,10660,9869,0.95172119140625,0.925797373358349,1.0
3248,10660,9992,0.9580078125,0.9363977485928705,0.9982529699510831
3276,10975,10234,0.95477294921875,0.9324829157175398,1.0
3303,10975,10357,0.958984375,0.9412300683371299,0.9950083194675541
3330,11237,10545,0.957763671875,0.938417727151375,1.0
3357,11237,10635,0.9613037109375,0.9450031147103319,0.9968913930444919
3385,11474,10816,0.9598388671875,0.9426529545058393,1.0
3412,11474,10932,0.964111328125,0.9507582360118528,0.995315682281059
3439,11718,11118,0.96337890625,0.9487967229902714,1.0
3467,11718,11227,0.96710205078125,0.9560505205666496,0.994856408058294
3494,11945,11406,0.96710205078125,0.9548765173712851,1.0
3521,11945,11525,0.9727783203125,0.9637505232314776,0.9970714124802883
3549,12148,11745,0.97540283203125,0.9668258149489628,1.0
3576,12148,11840,0.9794921875,0.9734935791899901,0.9966949952785646
3603,12356,11983,0.97723388671875,0.9698122369698932,1.0
3630,12356,12071,0.97882080078125,0.9744253803820007,0.9923038728897716
3658,12600,12221,0.97686767578125,0.969920634920635,1.0
3685,12600,12281,0.97882080078125,0.9735714285714285,0.9963002114164905
3712,12720,12360,0.97802734375,0.9716981132075472,1.0
3740,12720,12428,0.97998046875,0.97562893081761,0.9950873362445415
3767,12823,12507,0.980712890625,0.9753567807845278,1.0
3794,12823,12568,0.98114013671875,0.9780082663963191,0.9924178601516428
3822,12914,12614,0.981689453125,0.9767693975530433,1.0
3849,12914,12646,0.98193359375,0.9781632336998606,0.9959654178674352
3876,12990,12683,0.98126220703125,0.9763664357197844,1.0
3903,12990,12714,0.9810791015625,0.9774441878367975,0.9949911608721272
3931,13080,12758,0.9803466796875,0.9753822629969419,1.0
3958,13080,12780,0.9810791015625,0.9766819571865444,0.9984866828087167
3985,13142,12810,0.979736328125,0.9747374828793182,1.0
4013,13142,12833,0.98016357421875,0.9758788616648912,0.9975323874151758
4040,13197,12861,0.9794921875,0.9745396681063878,1.0
4067,13197,12879,0.9796142578125,0.975297416079412,0.9974898023219329
4095,13256,12926,0.9798583984375,0.9751056125528063,1.0
4122,13256,12952,0.98046875,0.9764634882317441,0.9974424552429667
4149,13296,12973,0.98028564453125,0.9757069795427196,1.0
4176,13296,13000,0.97998046875,0.9765342960288809,0.9948186528497409
4204,13354,13026,0.97998046875,0.9754380709899656,1.0
4231,13354,13031,0.98028564453125,0.9758124906395088,1.0
4258,13396,13055,0.97918701171875,0.9745446401911019,1.0
4286,13396,13061,0.97918701171875,0.9747685876381009,0.998995983935743
4313,13437,13078,0.97808837890625,0.9732827267991367,1.0
4340,13437,13088,0.97784423828125,0.9735059909205924,0.997624703087886
4368,13471,13097,0.9771728515625,0.9722366565214163,1.0
4395,13471,13104,0.97686767578125,0.9723108900601292,0.9979402677651905
4422,13517,13124,0.97601318359375,0.9709255012206851,1.0
4449,13517,13140,0.97637939453125,0.9717392912628542,0.9982560167422393
4477,13558,13164,0.9759521484375,0.9709396666174952,1.0
4504,13558,13167,0.97613525390625,0.9711609381914736,1.0
4531,13599,13182,0.97454833984375,0.9693359805868078,1.0
4559,13599,13185,0.974609375,0.9694830502242812,0.999640933572711
4586,13648,13208,0.97314453125,0.9677608440797186,1.0
4613,13648,13212,0.973388671875,0.9680539273153576,1.0
4641,13701,13235,0.9715576171875,0.9659878840960514,1.0
4668,13701,13241,0.971923828125,0.966425808335158,1.0
4695,13734,13255,0.97076416015625,0.9651230522790156,1.0
4722,13734,13263,0.97052001953125,0.9652686762778506,0.9977358490566037
4750,13770,13270,0.969482421875,0.9636891793754538,1.0
4777,13770,13277,0.96966552734375,0.9640522875816994,0.9992348890589136
4804,13798,13285,0.96868896484375,0.9628206986519785,1.0
4832,13798,13303,0.96893310546875,0.9636179156399478,0.997293116782676
4859,13827,13314,0.96856689453125,0.9628263542344688,0.9996089166992569
4886,13827,13327,0.968994140625,0.9635495769147321,0.9984356667970278
4914,13847,13333,0.968505859375,0.9628078284104861,0.9996058336618053
4941,13847,13340,0.96856689453125,0.9630966996461328,0.9984233346472211
4968,13870,13345,0.96783447265625,0.9620764239365537,0.9996022275258553
4995,13870,13345,0.96783447265625,0.9620764239365537,0.9996022275258553
5023,13885,13349,0.9671630859375,0.9613251710478934,0.9995998399359743
5050,13885,13352,0.96697998046875,0.9613251710478934,0.9983993597438976
5077,13890,13354,0.9671630859375,0.9613390928725702,0.9995990376904571
5105,13890,13354,0.9671630859375,0.9613390928725702,0.9995990376904571
5132,13890,13355,0.96722412109375,0.9614110871130309,0.9995990376904571
5159,13890,13355,0.96722412109375,0.9614110871130309,0.9995990376904571
5187,13893,13358,0.96722412109375,0.9614194198517239,0.9995985547972702
5214,13893,13358,0.96722412109375,0.9614194198517239,0.9995985547972702
5241,13896,13362,0.96728515625,0.9614997121473805,0.9995980707395499
5268,13896,13363,0.96734619140625,0.9615716753022453,0.9995980707395499
5296,13896,13363,0.96734619140625,0.9615716753022453,0.9995980707395499
5323,13896,13363,0.96734619140625,0.9615716753022453,0.9995980707395499
5350,13896,13364,0.9674072265625,0.96164363845711,0.9995980707395499
5378,13896,13364,0.9674072265625,0.96164363845711,0.9995980707395499
5405,13897,13364,0.96746826171875,0.961646398503274,1.0
5432,13897,13367,0.9676513671875,0.9618622724328992,1.0
5460,13897,13369,0.9677734375,0.9620061883859826,1.0
5487,13897,13371,0.9678955078125,0.962150104339066,1.0
5514,13897,13372,0.96795654296875,0.9622220623156077,1.0
5541,13897,13372,0.96795654296875,0.9622220623156077,1.0
5569,13897,13372,0.96795654296875,0.9622220623156077,1.0
5596,13897,13372,0.96795654296875,0.9622220623156077,1.0
5623,13897,13375,0.9681396484375,0.9624379362452328,1.0
5651,13897,13375,0.9681396484375,0.9624379362452328,1.0
5678,13897,13375,0.9681396484375,0.9624379362452328,1.0
5705,13897,13375,0.9681396484375,0.9624379362452328,1.0
5733,13897,13375,0.9681396484375,0.9624379362452328,1.0
5760,13897,13375,0.9681396484375,0.9624379362452328,1.0
5787,13897,13375,0.9681396484375,0.9624379362452328,1.0
5814,13897,13375,0.9681396484375,0.9624379362452328,1.0
5842,13897,13375,0.9681396484375,0.9624379362452328,1.0
5869,13897,13375,0.9681396484375,0.9624379362452328,1.0
5896,13897,13375,0.9681396484375,0.9624379362452328,1.0
5924,13897,13377,0.96826171875,0.9625818521983162,1.0
5951,13897,13378,0.96832275390625,0.9626538101748578,1.0
5978,13897,13379,0.9683837890625,0.9627257681513995,1.0
6006,13897,13379,0.9683837890625,0.9627257681513995,1.0
6033,13897,13379,0.9683837890625,0.9627257681513995,1.0
6060,13897,13379,0.9683837890625,0.9627257681513995,1.0
6087,13897,13379,0.9683837890625,0.9627257681513995,1.0
6115,13897,13382,0.96856689453125,0.9629416420810247,1.0
6142,13897,13388,0.96893310546875,0.9633733899402749,1.0
6169,13897,13396,0.96942138671875,0.9639490537526085,1.0
6197,13897,13406,0.97003173828125,0.9646686335180255,1.0
6224,13897,13410,0.97027587890625,0.9649564654241922,1.0
6251,13897,13411,0.9703369140625,0.965028423400734,1.0
6279,13897,13411,0.9703369140625,0.965028423400734,1.0
6306,13897,13411,0.9703369140625,0.965028423400734,1.0
6333,13897,13411,0.9703369140625,0.965028423400734,1.0
6360,13897,13411,0.9703369140625,0.965028423400734,1.0
6388,13897,13412,0.97039794921875,0.9651003813772757,1.0
6415,13897,13412,0.97039794921875,0.9651003813772757,1.0
6442,13897,13413,0.970458984375,0.9651723393538174,1.0
6470,13897,13414,0.97052001953125,0.9652442973303591,1.0
6497,13897,13416,0.97064208984375,0.9653882132834425,1.0
6524,13897,13421,0.970947265625,0.965748003166151,1.0
6552,13897,13426,0.97125244140625,0.9661077930488595,1.0
6579,13897,13426,0.97125244140625,0.9661077930488595,1.0
6606,13897,13426,0.97125244140625,0.9661077930488595,1.0
6633,13897,13426,0.97125244140625,0.9661077930488595,1.0
6661,13897,13426,0.97125244140625,0.9661077930488595,1.0
6688,13897,13426,0.97125244140625,0.9661077930488595,1.0
6715,13897,13427,0.9713134765625,0.9661797510254012,1.0
6743,13897,13428,0.97137451171875,0.9662517090019429,1.0
6770,13897,13428,0.97137451171875,0.9662517090019429,1.0
6797,13897,13428,0.97137451171875,0.9662517090019429,1.0
6825,13897,13429,0.971435546875,0.9663236669784846,1.0
6852,13897,13429,0.971435546875,0.9663236669784846,1.0
6879,13897,13430,0.97149658203125,0.9663956249550263,1.0
6906,13897,13430,0.97149658203125,0.9663956249550263,1.0
6934,13897,13430,0.97149658203125,0.9663956249550263,1.0
6961,13897,13430,0.97149658203125,0.9663956249550263,1.0
6988,13897,13430,0.97149658203125,0.9663956249550263,1.0
7016,13897,13430,0.97149658203125,0.9663956249550263,1.0
7043,13897,13430,0.97149658203125,0.9663956249550263,1.0
7070,13897,13430,0.97149658203125,0.9663956249550263,1.0
7098,13897,13430,0.97149658203125,0.9663956249550263,1.0
7125,13897,13430,0.97149658203125,0.9663956249550263,1.0
7152,13897,13430,0.97149658203125,0.9663956249550263,1.0
7179,13897,13430,0.97149658203125,0.9663956249550263,1.0
7207,13897,13430,0.97149658203125,0.9663956249550263,1.0
7234,13897,13430,0.97149658203125,0.9663956249550263,1.0
7261,13897,13430,0.97149658203125,0.9663956249550263,1.0
7289,13897,13430,0.97149658203125,0.9663956249550263,1.0
7316,13897,13435,0.9718017578125,0.9667554148377348,1.0
7343,13897,13440,0.97210693359375,0.9671152047204432,1.0
7371,13897,13450,0.97271728515625,0.9678347844858602,1.0
7398,13897,13451,0.9727783203125,0.9679067424624019,1.0
7425,13897,13453,0.972900390625,0.9680506584154853,1.0
7452,13897,13457,0.97314453125,0.9683384903216522,1.0
