time,fireArea,predictedFireArea,accuracy,sensitivity,specificity,tp,fp,tn,fn
900,41,1,0.98046875,0.024390243902439025,1.0,1,0,2007,40
928,41,1,0.98046875,0.024390243902439025,1.0,1,0,2007,40
955,51,1,0.9755859375,0.0196078431372549,1.0,1,0,1997,50
982,53,1,0.974609375,0.018867924528301886,1.0,1,0,1995,52
1010,53,1,0.974609375,0.018867924528301886,1.0,1,0,1995,52
1037,53,1,0.974609375,0.018867924528301886,1.0,1,0,1995,52
1064,58,1,0.97216796875,0.017241379310344827,1.0,1,0,1990,57
1091,59,7,0.974609375,0.11864406779661017,1.0,7,0,1989,52
1119,59,13,0.9775390625,0.22033898305084745,1.0,13,0,1989,46
1146,71,19,0.974609375,0.2676056338028169,1.0,19,0,1977,52
1173,73,24,0.97607421875,0.3287671232876712,1.0,24,0,1975,49
1201,73,26,0.97705078125,0.3561643835616438,1.0,26,0,1975,47
1228,73,30,0.97900390625,0.410958904109589,1.0,30,0,1975,43
1255,77,33,0.978515625,0.42857142857142855,1.0,33,0,1971,44
1283,79,33,0.9775390625,0.4177215189873418,1.0,33,0,1969,46
1310,79,33,0.9775390625,0.4177215189873418,1.0,33,0,1969,46
1337,91,33,0.9716796875,0.3626373626373626,1.0,33,0,1957,58
1364,94,33,0.97021484375,0.35106382978723405,1.0,33,0,1954,61
1392,95,33,0.9697265625,0.3473684210526316,1.0,33,0,1953,62
1419,95,33,0.9697265625,0.3473684210526316,1.0,33,0,1953,62
1446,99,33,0.9677734375,0.3333333333333333,1.0,33,0,1949,66
1474,101,38,0.96923828125,0.37623762376237624,1.0,38,0,1947,63
1501,101,44,0.97216796875,0.43564356435643564,1.0,44,0,1947,57
1528,112,52,0.970703125,0.4642857142857143,1.0,52,0,1936,60
1556,113,57,0.97265625,0.504424778761062,1.0,57,0,1935,56
1583,115,62,0.97412109375,0.5391304347826087,1.0,62,0,1933,53
1610,115,68,0.97705078125,0.591304347826087,1.0,68,0,1933,47
1637,119,73,0.9775390625,0.6134453781512605,1.0,73,0,1929,46
1665,122,74,0.9765625,0.6065573770491803,1.0,74,0,1926,48
1692,123,74,0.97607421875,0.6016260162601627,1.0,74,0,1925,49
1719,142,75,0.96728515625,0.528169014084507,1.0,75,0,1906,67
1747,144,76,0.966796875,0.5277777777777778,1.0,76,0,1904,68
1774,146,76,0.9658203125,0.5205479452054794,1.0,76,0,1902,70
1801,146,76,0.9658203125,0.5205479452054794,1.0,76,0,1902,70
1829,150,86,0.96875,0.5733333333333334,1.0,86,0,1898,64
1856,151,95,0.9697265625,0.609271523178808,0.9984185556141276,92,3,1894,59
1883,153,101,0.9716796875,0.6405228758169934,0.9984168865435357,98,3,1892,55
1910,176,113,0.96630859375,0.625,0.9983974358974359,110,3,1869,66
1938,178,120,0.96875,0.6573033707865169,0.9983957219251337,117,3,1867,61
1965,181,133,0.9736328125,0.7182320441988951,0.998393144081414,130,3,1864,51
1992,182,144,0.978515625,0.7747252747252747,0.9983922829581994,141,3,1863,41
2020,186,163,0.98583984375,0.8602150537634409,0.9983888292158969,160,3,1859,26
2047,188,177,0.98583984375,0.8936170212765957,0.9951612903225806,168,9,1851,20
2074,190,181,0.98681640625,0.9052631578947369,0.9951560818083961,172,9,1849,18
2102,216,202,0.984375,0.8935185185185185,0.9950873362445415,193,9,1823,23
2129,217,209,0.9873046875,0.9216589861751152,0.9950846531949754,200,9,1822,17
2156,218,212,0.9873046875,0.926605504587156,0.994535519125683,202,10,1820,16
2183,220,216,0.98828125,0.9363636363636364,0.9945295404814004,206,10,1818,14
2211,225,221,0.98828125,0.9377777777777778,0.9945145364783324,211,10,1813,14
2238,227,223,0.982421875,0.9118942731277533,0.9912136188907194,207,16,1805,20
2265,230,230,0.9814453125,0.9173913043478261,0.9895489548954896,211,19,1799,19
2293,259,258,0.98388671875,0.9343629343629344,0.9910564561207379,242,16,1773,17
2320,260,259,0.98388671875,0.9346153846153846,0.9910514541387024,243,16,1772,17
2347,262,261,0.98291015625,0.9312977099236641,0.990481522956327,244,17,1769,18
2375,264,263,0.98291015625,0.9318181818181818,0.9904708520179372,246,17,1767,18
2402,270,269,0.98291015625,0.9333333333333333,0.9904386951631046,252,17,1761,18
2429,271,270,0.97705078125,0.9114391143911439,0.9870568373663478,247,23,1754,24
2457,272,271,0.97705078125,0.9117647058823529,0.9870495495495496,248,23,1753,24
2484,299,294,0.97509765625,0.9063545150501672,0.9868496283590623,271,23,1726,28
2511,300,300,0.9775390625,0.9233333333333333,0.9868421052631579,277,23,1725,23
2538,302,302,0.9765625,0.9205298013245033,0.9862542955326461,278,24,1722,24
2566,305,305,0.9765625,0.921311475409836,0.9862306368330465,281,24,1719,24
2593,313,313,0.9765625,0.9233226837060703,0.9861671469740634,289,24,1711,24
2620,314,314,0.96875,0.8980891719745223,0.9815455594002307,282,32,1702,32
2648,317,317,0.96875,0.8990536277602523,0.9815135759676488,285,32,1699,32
2675,358,355,0.96728515625,0.9022346368715084,0.9810650887573964,323,32,1658,35
2702,359,356,0.96728515625,0.9025069637883009,0.9810538780343399,324,32,1657,35
2730,361,358,0.96533203125,0.8975069252077562,0.979845880260818,324,34,1653,37
2757,362,359,0.96826171875,0.9060773480662984,0.9816132858837485,328,31,1655,34
2784,371,366,0.97216796875,0.9164420485175202,0.9844961240310077,340,26,1651,31
2811,372,367,0.96728515625,0.9032258064516129,0.9815035799522673,336,31,1645,36
2839,373,368,0.96826171875,0.9061662198391421,0.982089552238806,338,30,1645,35
2866,414,407,0.96728515625,0.9106280193236715,0.981640146878825,377,30,1604,37
2893,417,410,0.96826171875,0.9136690647482014,0.9822194972409565,381,29,1602,36
2921,418,411,0.96728515625,0.9114832535885168,0.9815950920245399,381,30,1600,37
2948,419,412,0.96728515625,0.9116945107398569,0.9815837937384899,382,30,1599,37
2975,425,417,0.966796875,0.9105882352941177,0.9815157116451017,387,30,1593,38
3003,426,418,0.9599609375,0.8943661971830986,0.9771886559802713,381,37,1585,45
3030,427,419,0.9599609375,0.8946135831381733,0.9771745835903763,382,37,1584,45
3057,464,454,0.958984375,0.8987068965517241,0.9766414141414141,417,37,1547,47
3084,469,459,0.958984375,0.8997867803837953,0.9765674477517416,422,37,1542,47
3112,470,460,0.95703125,0.8957446808510638,0.9752851711026616,421,39,1539,49
3139,471,461,0.958984375,0.9002123142250531,0.9765377298668357,424,37,1540,47
3166,476,464,0.9619140625,0.9054621848739496,0.9790076335877863,431,33,1539,45
3194,477,465,0.9560546875,0.8930817610062893,0.9751750477402928,426,39,1532,51
3221,478,466,0.9609375,0.9037656903765691,0.978343949044586,432,34,1536,46
3248,507,492,0.96435546875,0.9132149901380671,0.9811810512654121,463,29,1512,44
3276,511,497,0.9697265625,0.9256360078277887,0.9843851659076123,473,24,1513,38
3303,512,498,0.9716796875,0.9296875,0.9856770833333334,476,22,1514,36
3330,513,499,0.9716796875,0.9298245614035088,0.9856677524429968,477,22,1513,36
3357,513,499,0.9716796875,0.9298245614035088,0.9856677524429968,477,22,1513,36
3385,514,500,0.9580078125,0.9027237354085603,0.9765319426336375,464,36,1498,50
3412,515,501,0.9580078125,0.9029126213592233,0.9765166340508806,465,36,1497,50
3439,544,524,0.955078125,0.8970588235294118,0.976063829787234,488,36,1468,56
3467,549,529,0.955078125,0.8979963570127505,0.9759839893262174,493,36,1463,56
3494,550,530,0.9609375,0.9090909090909091,0.9799732977303071,500,30,1468,50
3521,551,531,0.9658203125,0.9183303085299456,0.9832999331997327,506,25,1472,45
3549,553,533,0.96875,0.9240506329113924,0.9852842809364548,511,22,1473,42
3576,554,534,0.9609375,0.9097472924187726,0.9799196787148594,504,30,1464,50
3603,555,535,0.9638671875,0.9153153153153153,0.9819156061620897,508,27,1466,47
3630,586,558,0.962890625,0.9112627986348123,0.9835841313269493,534,24,1438,52
3658,590,562,0.9658203125,0.9169491525423729,0.98559670781893,541,21,1437,49
3685,591,563,0.9716796875,0.9272419627749577,0.9897048730267674,548,15,1442,43
3712,592,564,0.9775390625,0.9375,0.9938186813186813,555,9,1447,37
3740,593,565,0.98046875,0.9426644182124789,0.9958762886597938,559,6,1449,34
3767,596,568,0.9775390625,0.9379194630872483,0.993801652892562,559,9,1443,37
3794,597,569,0.982421875,0.9463986599664992,0.9972432804962095,565,4,1447,32
3822,616,581,0.98095703125,0.939935064935065,0.9986033519553073,579,2,1430,37
3849,623,585,0.9814453125,0.9390048154093098,1.0,585,0,1425,38
3876,623,585,0.9814453125,0.9390048154093098,1.0,585,0,1425,38
3903,624,586,0.9814453125,0.9391025641025641,1.0,586,0,1424,38
3931,625,587,0.98046875,0.9376,0.9992972593113141,586,1,1422,39
3958,625,587,0.9814453125,0.9392,1.0,587,0,1423,38
3985,626,588,0.9814453125,0.939297124600639,1.0,588,0,1422,38
4013,637,593,0.978515625,0.9309262166405023,1.0,593,0,1411,44
4040,645,597,0.9765625,0.9255813953488372,1.0,597,0,1403,48
4067,647,600,0.97705078125,0.9273570324574961,1.0,600,0,1401,47
4095,648,604,0.978515625,0.9320987654320988,1.0,604,0,1400,44
4122,649,606,0.97900390625,0.9337442218798151,1.0,606,0,1399,43
4149,652,609,0.97412109375,0.9263803680981595,0.9964183381088825,604,5,1391,48
4176,652,609,0.97900390625,0.9340490797546013,1.0,609,0,1396,43
4204,659,612,0.97705078125,0.928679817905918,1.0,612,0,1389,47
4231,668,616,0.974609375,0.9221556886227545,1.0,616,0,1380,52
4258,669,620,0.97607421875,0.9267563527653214,1.0,620,0,1379,49
4286,670,621,0.97607421875,0.926865671641791,1.0,621,0,1378,49
4313,671,622,0.97607421875,0.9269746646795827,1.0,622,0,1377,49
4340,673,623,0.9755859375,0.9257057949479941,1.0,623,0,1375,50
4368,674,628,0.974609375,0.9272997032640949,0.9978165938864629,625,3,1371,49
4395,682,631,0.97509765625,0.9252199413489736,1.0,631,0,1366,51
4422,690,632,0.9716796875,0.9159420289855073,1.0,632,0,1358,58
4449,696,638,0.9716796875,0.9166666666666666,1.0,638,0,1352,58
4477,696,638,0.9716796875,0.9166666666666666,1.0,638,0,1352,58
4504,698,639,0.97119140625,0.9154727793696275,1.0,639,0,1350,59
4531,703,640,0.96923828125,0.9103840682788051,1.0,640,0,1345,63
4559,703,640,0.96923828125,0.9103840682788051,1.0,640,0,1345,63
4586,710,644,0.9677734375,0.9070422535211268,1.0,644,0,1338,66
4613,718,645,0.96435546875,0.8983286908077994,1.0,645,0,1330,73
4641,722,650,0.96484375,0.9002770083102493,1.0,650,0,1326,72
4668,723,653,0.9658203125,0.9031811894882434,1.0,653,0,1325,70
4695,725,654,0.96533203125,0.9020689655172414,1.0,654,0,1323,71
4722,726,655,0.96533203125,0.9022038567493113,1.0,655,0,1322,71
4750,728,657,0.96533203125,0.9024725274725275,1.0,657,0,1320,71
4777,733,658,0.96337890625,0.897680763983629,1.0,658,0,1315,75
4804,742,662,0.9609375,0.8921832884097035,1.0,662,0,1306,80
4832,743,664,0.96142578125,0.8936742934051144,1.0,664,0,1305,79
4859,743,664,0.96142578125,0.8936742934051144,1.0,664,0,1305,79
4886,746,665,0.96044921875,0.8914209115281502,1.0,665,0,1302,81
4914,749,667,0.9599609375,0.890520694259012,1.0,667,0,1299,82
4941,752,670,0.9599609375,0.8909574468085106,1.0,670,0,1296,82
4968,755,671,0.958984375,0.8887417218543047,1.0,671,0,1293,84
4995,759,674,0.95849609375,0.8880105401844532,1.0,674,0,1289,85
5023,760,675,0.95849609375,0.8881578947368421,1.0,675,0,1288,85
5050,762,677,0.95849609375,0.8884514435695539,1.0,677,0,1286,85
5077,763,677,0.9580078125,0.8872870249017037,1.0,677,0,1285,86
5105,767,679,0.95703125,0.8852672750977836,1.0,679,0,1281,88
5132,768,680,0.95703125,0.8854166666666666,1.0,680,0,1280,88
5159,768,680,0.95703125,0.8854166666666666,1.0,680,0,1280,88
5187,773,683,0.9560546875,0.8835705045278137,1.0,683,0,1275,90
5214,775,685,0.9560546875,0.8838709677419355,1.0,685,0,1273,90
5241,777,687,0.9560546875,0.8841698841698842,1.0,687,0,1271,90
5268,778,688,0.9560546875,0.884318766066838,1.0,688,0,1270,90
5296,779,689,0.9541015625,0.8818998716302953,0.9984239558707644,687,2,1267,92
5323,780,690,0.9541015625,0.882051282051282,0.998422712933754,688,2,1266,92
5350,782,692,0.9541015625,0.8823529411764706,0.9984202211690363,690,2,1264,92
5378,785,694,0.95361328125,0.8815286624203822,0.9984164687252574,692,2,1261,93
5405,788,696,0.953125,0.8807106598984772,0.9984126984126984,694,2,1258,94
5432,789,697,0.953125,0.8808618504435995,0.9984114376489277,695,2,1257,94
5460,789,697,0.953125,0.8808618504435995,0.9984114376489277,695,2,1257,94
5487,791,699,0.94921875,0.8761061946902655,0.9952267303102625,693,6,1251,98
5514,793,701,0.947265625,0.8738965952080706,0.9936254980079682,693,8,1247,100
5541,794,702,0.947265625,0.8740554156171285,0.9936204146730463,694,8,1246,100
5569,797,703,0.9462890625,0.8720200752823086,0.9936051159072742,695,8,1243,102
5596,798,704,0.9462890625,0.8721804511278195,0.9936,696,8,1242,102
5623,799,705,0.9462890625,0.8723404255319149,0.9935948759007206,697,8,1241,102
5651,801,707,0.9462890625,0.8726591760299626,0.9935846030473136,699,8,1239,102
5678,803,707,0.9453125,0.8704856787048568,0.993574297188755,699,8,1237,104
5705,805,709,0.9453125,0.8708074534161491,0.9935639581657281,701,8,1235,104
5733,805,709,0.9462890625,0.8720496894409938,0.9943684633950121,702,7,1236,103
5760,807,709,0.9482421875,0.8736059479553904,0.9967767929089444,705,4,1237,102
5787,809,712,0.94873046875,0.8751545117428925,0.9967715899919289,708,4,1235,101
5814,811,714,0.94873046875,0.8754623921085081,0.9967663702506063,710,4,1233,101
5842,812,715,0.94873046875,0.875615763546798,0.9967637540453075,711,4,1232,101
5869,814,718,0.94921875,0.8771498771498771,0.9967585089141004,714,4,1230,100
5896,815,719,0.9501953125,0.8785276073619632,0.9975669099756691,716,3,1230,99
5924,815,719,0.9521484375,0.8809815950920246,0.9991889699918897,718,1,1232,97
5951,817,721,0.9521484375,0.8812729498164015,0.9991876523151909,720,1,1230,97
5978,818,721,0.95068359375,0.8789731051344744,0.9983739837398374,719,2,1228,99
6006,820,723,0.95068359375,0.8792682926829268,0.998371335504886,721,2,1226,99
6033,820,723,0.94970703125,0.8780487804878049,0.997557003257329,720,3,1225,100
6060,823,723,0.94921875,0.8760631834750912,0.9983673469387755,721,2,1223,102
6087,825,725,0.9462890625,0.8727272727272727,0.9959116925592805,720,5,1218,105
6115,826,726,0.9462890625,0.8728813559322034,0.9959083469721768,721,5,1217,105
6142,827,727,0.9462890625,0.8730350665054414,0.9959049959049959,722,5,1216,105
6169,829,730,0.94580078125,0.873341375150784,0.9950779327317474,724,6,1213,105
6197,830,731,0.94580078125,0.8734939759036144,0.9950738916256158,725,6,1212,105
6224,830,731,0.94580078125,0.8734939759036144,0.9950738916256158,725,6,1212,105
6251,834,733,0.94482421875,0.8717026378896883,0.9950576606260296,727,6,1208,107
6279,835,733,0.9404296875,0.8658682634730539,0.9917559769167353,723,10,1203,112
6306,836,734,0.94140625,0.8672248803827751,0.9925742574257426,725,9,1203,111
6333,836,734,0.9423828125,0.868421052631579,0.9933993399339934,726,8,1204,110
6360,838,736,0.9404296875,0.8663484486873508,0.9917355371900827,726,10,1200,112
6388,840,738,0.939453125,0.8654761904761905,0.9908940397350994,727,11,1197,113
6415,841,739,0.939453125,0.8656361474435196,0.9908864954432477,728,11,1196,113
6442,842,740,0.939453125,0.8657957244655582,0.9908789386401327,729,11,1195,113
6470,844,744,0.939453125,0.8672985781990521,0.9900332225913622,732,12,1192,112
6497,844,746,0.94140625,0.8708530805687204,0.9908637873754153,735,11,1193,109
6524,844,746,0.94140625,0.8708530805687204,0.9908637873754153,735,11,1193,109
6552,849,750,0.93994140625,0.8692579505300353,0.9899916597164303,738,12,1187,111
6579,849,750,0.93798828125,0.866902237926973,0.9883236030025021,736,14,1185,113
6606,850,751,0.93798828125,0.8670588235294118,0.988313856427379,737,14,1184,113
6633,850,751,0.93798828125,0.8670588235294118,0.988313856427379,737,14,1184,113
6661,852,752,0.9345703125,0.8626760563380281,0.9857859531772575,735,17,1179,117
6688,853,753,0.9345703125,0.8628370457209847,0.9857740585774059,736,17,1178,117
6715,854,754,0.935546875,0.8641686182669789,0.9865996649916248,738,16,1178,116
6743,857,757,0.9365234375,0.8658109684947491,0.9874055415617129,742,15,1176,115
6770,858,758,0.9384765625,0.8682983682983683,0.9890756302521009,745,13,1177,113
6797,858,758,0.9404296875,0.8706293706293706,0.9907563025210084,747,11,1179,111
6825,858,758,0.943359375,0.8741258741258742,0.9932773109243698,750,8,1182,108
6852,861,759,0.943359375,0.8734030197444832,0.9941027801179444,752,7,1180,109
6879,861,759,0.94140625,0.8710801393728222,0.9924178601516428,750,9,1178,111
6906,862,760,0.94140625,0.87122969837587,0.9924114671163575,751,9,1177,111
6934,865,763,0.9404296875,0.8705202312138728,0.9915469146238377,753,10,1173,112
6961,866,764,0.9375,0.8672055427251733,0.9890016920473773,751,13,1169,115
6988,867,765,0.9365234375,0.8662053056516724,0.9881456392887383,751,14,1167,116
7016,868,766,0.9365234375,0.8663594470046083,0.988135593220339,752,14,1166,116
7043,869,767,0.9345703125,0.8642117376294591,0.9864291772688719,751,16,1163,118
7070,870,768,0.935546875,0.8655172413793103,0.9872665534804754,753,15,1163,117
7098,870,770,0.9365234375,0.867816091954023,0.9872665534804754,755,15,1163,115
7125,873,775,0.9375,0.870561282932417,0.9872340425531915,760,15,1160,113
7152,875,776,0.93603515625,0.8685714285714285,0.9863597612958227,760,16,1157,115
7179,875,777,0.9345703125,0.8674285714285714,0.9846547314578005,759,18,1155,116
7207,876,778,0.9345703125,0.867579908675799,0.984641638225256,760,18,1154,116
7234,877,779,0.9326171875,0.8654503990877993,0.9829205807002562,759,20,1151,118
7261,878,780,0.9306640625,0.8633257403189066,0.9811965811965812,758,22,1148,120
7289,879,781,0.9296875,0.8623435722411832,0.9803250641573995,758,23,1146,121
7316,883,788,0.93115234375,0.8663646659116648,0.9802575107296138,765,23,1142,118
7343,883,795,0.93359375,0.8731596828992072,0.9793991416309012,771,24,1141,112
7371,884,801,0.93212890625,0.8744343891402715,0.9759450171821306,773,28,1136,111
7398,884,807,0.93408203125,0.8800904977375565,0.9750859106529209,778,29,1135,106
7425,884,815,0.93603515625,0.8868778280542986,0.9733676975945017,784,31,1133,100
7452,885,820,0.93408203125,0.8870056497175142,0.9699054170249355,785,35,1128,100
7480,885,825,0.9306640625,0.8858757062146893,0.9647463456577816,784,41,1122,101
7507,888,832,0.9296875,0.8873873873873874,0.9620689655172414,788,44,1116,100
7534,889,836,0.93115234375,0.890888638920135,0.9620362381363244,792,44,1115,97
7562,890,839,0.93505859375,0.8966292134831461,0.9645941278065631,798,41,1117,92
7589,890,842,0.9404296875,0.9044943820224719,0.968048359240069,805,37,1121,85
7616,891,849,0.947265625,0.9158249158249159,0.9714779602420052,816,33,1124,75
7644,891,851,0.9501953125,0.920314253647587,0.9732065687121867,820,31,1126,71
7671,891,854,0.94775390625,0.9191919191919192,0.9697493517718236,819,35,1122,72
7698,894,861,0.94580078125,0.9194630872483222,0.9662045060658578,822,39,1115,72
7725,894,863,0.94482421875,0.9194630872483222,0.9644714038128249,822,41,1113,72
7753,895,866,0.94482421875,0.9206703910614525,0.9635732870771899,824,42,1111,71
7780,895,871,0.9453125,0.924022346368715,0.9618386816999133,827,44,1109,68
7807,895,879,0.9453125,0.9284916201117318,0.95836947094536,831,48,1105,64
7835,896,887,0.94482421875,0.9319196428571429,0.9548611111111112,835,52,1100,61
7862,896,893,0.94677734375,0.9375,0.9539930555555556,840,53,1099,56
7889,899,896,0.94873046875,0.9399332591768632,0.9556135770234987,845,51,1098,54
7917,900,897,0.94873046875,0.94,0.955574912891986,846,51,1097,54
7944,900,897,0.94873046875,0.94,0.955574912891986,846,51,1097,54
7971,900,897,0.94873046875,0.94,0.955574912891986,846,51,1097,54
7998,900,898,0.94921875,0.9411111111111111,0.955574912891986,847,51,1097,53
8026,900,898,0.94921875,0.9411111111111111,0.955574912891986,847,51,1097,53
8053,900,898,0.94921875,0.9411111111111111,0.955574912891986,847,51,1097,53
8080,902,900,0.94921875,0.9412416851441242,0.9554973821989529,849,51,1095,53
8108,902,900,0.94921875,0.9412416851441242,0.9554973821989529,849,51,1095,53
8135,903,901,0.951171875,0.9435215946843853,0.9572052401746725,852,49,1096,51
8162,903,901,0.951171875,0.9435215946843853,0.9572052401746725,852,49,1096,51
8190,904,902,0.951171875,0.9435840707964602,0.9571678321678322,853,49,1095,51
8217,905,903,0.951171875,0.943646408839779,0.9571303587051618,854,49,1094,51
8244,905,903,0.951171875,0.943646408839779,0.9571303587051618,854,49,1094,51
8271,907,905,0.951171875,0.9437706725468578,0.9570552147239264,856,49,1092,51
8299,907,905,0.951171875,0.9437706725468578,0.9570552147239264,856,49,1092,51
8326,907,905,0.951171875,0.9437706725468578,0.9570552147239264,856,49,1092,51
8353,907,905,0.951171875,0.9437706725468578,0.9570552147239264,856,49,1092,51
8381,907,905,0.951171875,0.9437706725468578,0.9570552147239264,856,49,1092,51
8408,907,905,0.951171875,0.9437706725468578,0.9570552147239264,856,49,1092,51
8435,907,905,0.951171875,0.9437706725468578,0.9570552147239264,856,49,1092,51
8463,909,907,0.951171875,0.9438943894389439,0.9569798068481123,858,49,1090,51
8490,910,908,0.951171875,0.9439560439560439,0.9569420035149385,859,49,1089,51
8517,911,909,0.951171875,0.9440175631174533,0.9569041336851363,860,49,1088,51
8544,911,909,0.951171875,0.9440175631174533,0.9569041336851363,860,49,1088,51
8572,911,909,0.951171875,0.9440175631174533,0.9569041336851363,860,49,1088,51
8599,911,909,0.951171875,0.9440175631174533,0.9569041336851363,860,49,1088,51
8626,911,909,0.951171875,0.9440175631174533,0.9569041336851363,860,49,1088,51
8654,912,910,0.951171875,0.944078947368421,0.9568661971830986,861,49,1087,51
8681,912,910,0.951171875,0.944078947368421,0.9568661971830986,861,49,1087,51
8708,912,910,0.951171875,0.944078947368421,0.9568661971830986,861,49,1087,51
8736,912,910,0.951171875,0.944078947368421,0.9568661971830986,861,49,1087,51
8763,913,911,0.9521484375,0.9452354874041621,0.9577092511013215,863,48,1087,50
8790,914,912,0.9521484375,0.9452954048140044,0.9576719576719577,864,48,1086,50
8817,914,912,0.9521484375,0.9452954048140044,0.9576719576719577,864,48,1086,50
8845,915,913,0.9521484375,0.9453551912568307,0.9576345984112974,865,48,1085,50
8872,915,913,0.9521484375,0.9453551912568307,0.9576345984112974,865,48,1085,50
8899,915,913,0.9521484375,0.9453551912568307,0.9576345984112974,865,48,1085,50
8927,915,913,0.9521484375,0.9453551912568307,0.9576345984112974,865,48,1085,50
8954,915,913,0.9521484375,0.9453551912568307,0.9576345984112974,865,48,1085,50
8981,915,913,0.9521484375,0.9453551912568307,0.9576345984112974,865,48,1085,50
9009,915,913,0.9521484375,0.9453551912568307,0.9576345984112974,865,48,1085,50
9036,915,913,0.953125,0.946448087431694,0.9585172109443955,866,47,1086,49
9063,916,914,0.9541015625,0.9475982532751092,0.9593639575971732,868,46,1086,48
9090,916,914,0.9560546875,0.9497816593886463,0.9611307420494699,870,44,1088,46
9118,916,914,0.9599609375,0.9541484716157205,0.9646643109540636,874,40,1092,42
9145,917,915,0.9638671875,0.9585605234460196,0.9681697612732095,879,36,1095,38
9172,917,915,0.966796875,0.9618320610687023,0.9708222811671088,882,33,1098,35
9200,917,915,0.96875,0.9640130861504908,0.9725906277630415,884,31,1100,33
9227,917,915,0.970703125,0.9661941112322792,0.9743589743589743,886,29,1102,31
9254,917,915,0.9736328125,0.9694656488549618,0.9770114942528736,889,26,1105,28
9282,917,915,0.978515625,0.9749182115594329,0.9814323607427056,894,21,1110,23
9309,917,915,0.98046875,0.9770992366412213,0.9832007073386384,896,19,1112,21
9336,917,915,0.982421875,0.9792802617230099,0.9849690539345711,898,17,1114,19
9363,917,915,0.9853515625,0.9825517993456925,0.9876215738284704,901,14,1117,16
9391,917,915,0.9873046875,0.9847328244274809,0.9893899204244032,903,12,1119,14
9418,917,915,0.9873046875,0.9847328244274809,0.9893899204244032,903,12,1119,14
9445,918,916,0.9892578125,0.9869281045751634,0.9911504424778761,906,10,1120,12
9473,918,916,0.9931640625,0.9912854030501089,0.9946902654867257,910,6,1124,8
9500,918,916,0.9970703125,0.9956427015250545,0.9982300884955753,914,2,1128,4
9527,918,916,0.9990234375,0.9978213507625272,1.0,916,0,1130,2
9555,918,916,0.9990234375,0.9978213507625272,1.0,916,0,1130,2
9582,918,916,0.9990234375,0.9978213507625272,1.0,916,0,1130,2
9609,918,916,0.9990234375,0.9978213507625272,1.0,916,0,1130,2
9636,918,916,0.9970703125,0.9956427015250545,0.9982300884955753,914,2,1128,4
9664,918,916,0.9970703125,0.9956427015250545,0.9982300884955753,914,2,1128,4
9691,918,916,0.9970703125,0.9956427015250545,0.9982300884955753,914,2,1128,4
9718,918,916,0.9970703125,0.9956427015250545,0.9982300884955753,914,2,1128,4
9746,918,916,0.9970703125,0.9956427015250545,0.9982300884955753,914,2,1128,4
9773,918,916,0.9970703125,0.9956427015250545,0.9982300884955753,914,2,1128,4
9800,918,916,0.99609375,0.9945533769063181,0.9973451327433628,913,3,1127,5
9827,918,916,0.9931640625,0.9912854030501089,0.9946902654867257,910,6,1124,8
9855,918,916,0.994140625,0.9923747276688453,0.995575221238938,911,5,1125,7
9882,918,916,0.994140625,0.9923747276688453,0.995575221238938,911,5,1125,7
